state,county,population
Pennsylvania,Philadelphia,1584064
Pennsylvania,Pike,55809
Pennsylvania,Potter,16526
Pennsylvania,Schuylkill,141359
Pennsylvania,Snyder,40372
Pennsylvania,Somerset,73447
Pennsylvania,Sullivan,6066
Pennsylvania,Susquehanna,40328
Pennsylvania,Tioga,40591
Pennsylvania,Union,44923
Pennsylvania,Venango,50668
Pennsylvania,Warren,39191
Pennsylvania,Washington,206865
Pennsylvania,Wayne,51361
Pennsylvania,Westmoreland,348899
Pennsylvania,Wyoming,26794
Pennsylvania,York,449058
Rhode Island,Bristol,48479
Rhode Island,Kent,164292
Rhode Island,Newport,82082
Rhode Island,Providence,638931
Rhode Island,Washington,125577
South Carolina,Abbeville,24527
South Carolina,Aiken,170872
South Carolina,Allendale,8688
South Carolina,Anderson,202558
South Carolina,Bamberg,14066
South Carolina,Barnwell,20866
South Carolina,Beaufort,192122
South Carolina,Berkeley,227907
South Carolina,Calhoun,14553
South Carolina,Charleston,411406
South Carolina,Cherokee,57300
South Carolina,Chester,32244
South Carolina,Chesterfield,45650
South Carolina,Clarendon,33745
South Carolina,Colleton,37677
South Carolina,Darlington,66618
South Carolina,Dillon,30479
South Carolina,Dorchester,162809
South Carolina,Edgefield,27260
South Carolina,Fairfield,22347
South Carolina,Florence,138293
South Carolina,Georgetown,62680
South Carolina,Greenville,523542
South Carolina,Greenwood,70811
South Carolina,Hampton,19222
South Carolina,Horry,354081
South Carolina,Jasper,30073
South Carolina,Kershaw,66551
South Carolina,Lancaster,98012
South Carolina,Laurens,67493
South Carolina,Lee,16828
South Carolina,Lexington,298750
South Carolina,McCormick,9463
South Carolina,Marion,30657
South Carolina,Marlboro,26118
South Carolina,Newberry,38440
South Carolina,Oconee,79546
South Carolina,Orangeburg,86175
South Carolina,Pickens,126884
South Carolina,Richland,415759
South Carolina,Saluda,20473
South Carolina,Spartanburg,319785
South Carolina,Sumter,106721
South Carolina,Union,27316
South Carolina,Williamsburg,30368
South Carolina,York,280979
South Dakota,Aurora,2751
South Dakota,Beadle,18453
South Dakota,Bon Homme,6901
South Dakota,Brookings,35077
South Dakota,Brown,38839
South Dakota,Brule,5297
South Dakota,Buffalo,1962
South Dakota,Butte,10429
South Dakota,Charles Mix,9292
South Dakota,Clark,3736
South Dakota,Clay,14070
South Dakota,Codington,28009
South Dakota,Corson,4086
South Dakota,Davison,19775
South Dakota,Day,5424
South Dakota,Deuel,4351
South Dakota,Douglas,2921
South Dakota,Fall River,6713
South Dakota,Faulk,2299
South Dakota,Hamlin,6164
South Dakota,Hand,3191
South Dakota,Hughes,17526
South Dakota,Hutchinson,7291
South Dakota,Hyde,1301
South Dakota,Jerauld,2013
South Dakota,Kingsbury,4939
South Dakota,Lake,12797
South Dakota,Lawrence,25844
South Dakota,Lincoln,61128
South Dakota,Lyman,3781
South Dakota,McCook,5586
South Dakota,McPherson,2379
South Dakota,Marshall,4935
South Dakota,Meade,28332
South Dakota,Miner,2216
South Dakota,Minnehaha,193134
South Dakota,Moody,6576
South Dakota,Oglala Lakota,14177
South Dakota,Pennington,113775
South Dakota,Roberts,10394
South Dakota,Sanborn,2344
South Dakota,Spink,6376
South Dakota,Stanley,3098
South Dakota,Sully,1391
South Dakota,Todd,10177
South Dakota,Turner,8384
South Dakota,Union,15932
South Dakota,Walworth,5435
South Dakota,Yankton,22814
Tennessee,Anderson,76978
Tennessee,Bedford,49713
Tennessee,Benton,16160
Tennessee,Bledsoe,15064
Tennessee,Blount,133088
Tennessee,Bradley,108110
Tennessee,Campbell,39842
Tennessee,Cannon,14678
Tennessee,Carroll,27767
Tennessee,Carter,56391
Tennessee,Cheatham,40667
Tennessee,Chester,17297
Tennessee,Claiborne,31959
Tennessee,Clay,7615
Tennessee,Cocke,36004
Tennessee,Coffee,56520
Tennessee,Crockett,14230
Tennessee,Cumberland,60520
Tennessee,Davidson,694144
Tennessee,Decatur,11663
Tennessee,DeKalb,20490
Tennessee,Dickson,53948
Tennessee,Dyer,37159
Tennessee,Fayette,41133
Tennessee,Fentress,18523
Tennessee,Franklin,42208
Tennessee,Gibson,49133
Tennessee,Giles,29464
Tennessee,Grainger,23320
Tennessee,Greene,69069
Tennessee,Grundy,13427
Tennessee,Hamblen,64934
Tennessee,Hamilton,367804
Tennessee,Hardeman,25050
Tennessee,Hardin,25652
Tennessee,Hawkins,56786
Tennessee,Haywood,17304
Tennessee,Henderson,28117
Tennessee,Henry,32345
Tennessee,Hickman,25178
Tennessee,Houston,8201
Tennessee,Humphreys,18582
Tennessee,Jackson,11786
Tennessee,Jefferson,54495
Tennessee,Johnson,17788
Tennessee,Knox,470313
Tennessee,Lake,7016
Tennessee,Lauderdale,25633
Tennessee,Lawrence,44142
Tennessee,Lewis,12268
Tennessee,Lincoln,34366
Tennessee,Loudon,54068
Tennessee,McMinn,53794
Tennessee,McNairy,25694
Tennessee,Macon,24602
Tennessee,Madison,97984
Tennessee,Marion,28907
Tennessee,Marshall,34375
Tennessee,Maury,96387
Tennessee,Meigs,12422
Tennessee,Monroe,46545
Tennessee,Montgomery,208993
Tennessee,Moore,6488
Tennessee,Morgan,21403
Tennessee,Obion,30069
Tennessee,Overton,22241
Tennessee,Perry,8076
Tennessee,Polk,16832
Tennessee,Putnam,80245
Tennessee,Rhea,33167
Tennessee,Roane,53382
Tennessee,Robertson,71813
Tennessee,Rutherford,332285
Tennessee,Scott,22068
Tennessee,Sequatchie,15026
Tennessee,Sevier,98250
Tennessee,Shelby,937166
Tennessee,Smith,20157
Tennessee,Stewart,13715
Tennessee,Sullivan,158348
Tennessee,Sumner,191283
Tennessee,Tipton,61599
Tennessee,Trousdale,11284
Tennessee,Unicoi,17883
Tennessee,Union,19972
Tennessee,Van Buren,5872
Tennessee,Warren,41277
Tennessee,Washington,129375
Tennessee,Wayne,16673
Tennessee,Weakley,33328
Tennessee,White,27345
Tennessee,Williamson,238412
Tennessee,Wilson,144657
Texas,Anderson,57735
Texas,Andrews,18705
Texas,Angelina,86715
Texas,Aransas,23510
Texas,Armstrong,1887
Texas,Atascosa,51153
Texas,Austin,30032
Texas,Bandera,23112
Texas,Bastrop,88723
Texas,Bee,32565
Texas,Bell,362924
Texas,Bexar,2003554
Texas,Blanco,11931
Texas,Bosque,18685
Texas,Bowie,93245
Texas,Brazoria,374264
Texas,Brazos,229211
Texas,Brooks,7093
Texas,Brown,37864
Texas,Burleson,18443
Texas,Burnet,48155
Texas,Caldwell,43664
Texas,Calhoun,21290
Texas,Callahan,13943
Texas,Cameron,423163
Texas,Camp,13094
Texas,Carson,5926
Texas,Cass,30026
Texas,Castro,7530
Texas,Chambers,43837
Texas,Cherokee,52646
Texas,Childress,7306
Texas,Clay,10471
Texas,Cochran,2853
Texas,Collin,1034730
Texas,Colorado,21493
Texas,Comal,156209
Texas,Comanche,13635
Texas,Concho,2726
Texas,Cooke,41257
Texas,Coryell,75951
Texas,Cottle,1398
Texas,Crane,4797
Texas,Crosby,5737
Texas,Dallam,7287
Texas,Dallas,2635516
Texas,Dawson,12728
Texas,Deaf Smith,18546
Texas,Delta,5331
Texas,Denton,887207
Texas,DeWitt,20160
Texas,Dickens,2211
Texas,Dimmit,10124
Texas,Donley,3278
Texas,Duval,11157
Texas,Eastland,18360
Texas,Ector,166223
Texas,Ellis,184826
Texas,El Paso,839238
Texas,Erath,42698
Texas,Falls,17297
Texas,Fannin,35514
Texas,Fayette,25346
Texas,Floyd,5712
Texas,Fort Bend,811688
Texas,Franklin,10725
Texas,Freestone,19717
Texas,Frio,20306
Texas,Gaines,21492
Texas,Galveston,342139
Texas,Gillespie,26988
Texas,Goliad,7658
Texas,Gonzales,20837
Texas,Gray,21886
Texas,Grayson,136212
Texas,Gregg,123945
Texas,Grimes,28880
Texas,Guadalupe,166847
Texas,Hale,33406
Texas,Hall,2964
Texas,Hamilton,8461
Texas,Hansford,5399
Texas,Hardin,57602
Texas,Harris,4713325
Texas,Harrison,66553
Texas,Hartley,5576
Texas,Hays,230191
Texas,Hemphill,3819
Texas,Henderson,82737
Texas,Hidalgo,868707
Texas,Hill,36649
Texas,Hockley,23021
Texas,Hood,61643
Texas,Hopkins,37084
Texas,Houston,22968
Texas,Howard,36664
Texas,Hunt,98594
Texas,Hutchinson,20938
Texas,Jack,8935
Texas,Jackson,14760
Texas,Jasper,35529
Texas,Jefferson,251565
Texas,Jim Hogg,5200
Texas,Jim Wells,40482
Texas,Johnson,175817
Texas,Jones,20083
Texas,Karnes,15601
Texas,Kaufman,136154
Texas,Kendall,47431
Texas,Kerr,52600
Texas,Kleberg,30680
Texas,Knox,3664
Texas,Lamar,49859
Texas,Lamb,12893
Texas,Lampasas,21428
Texas,La Salle,7520
Texas,Lavaca,20154
Texas,Lee,17239
Texas,Leon,17404
Texas,Liberty,88219
Texas,Limestone,23437
Texas,Lipscomb,3233
Texas,Live Oak,12207
Texas,Llano,21795
Texas,Lubbock,310569
Texas,Lynn,5951
Texas,McCulloch,7984
Texas,McLennan,256623
Texas,Madison,14284
Texas,Marion,9854
Texas,Martin,5771
Texas,Mason,4274
Texas,Matagorda,36643
Texas,Maverick,58722
Texas,Medina,51584
Texas,Midland,176832
Texas,Milam,24823
Texas,Mitchell,8545
Texas,Montague,19818
Texas,Montgomery,607391
Texas,Moore,20940
Texas,Morris,12388
Texas,Motley,1200
Texas,Nacogdoches,65204
Texas,Navarro,50113
Texas,Newton,13595
Texas,Nolan,14714
Texas,Nueces,362294
Texas,Ochiltree,9836
Texas,Oldham,2112
Texas,Orange,83396
Texas,Palo Pinto,29189
Texas,Panola,23194
Texas,Parker,142878
Texas,Parmer,9605
Texas,Pecos,15823
Texas,Polk,51353
Texas,Potter,117415
Texas,Rains,12514
Texas,Randall,137713
Texas,Red River,12023
Texas,Roberts,854
Texas,Robertson,17074
Texas,Rockwall,104915
Texas,Runnels,10264
Texas,Rusk,54406
Texas,Sabine,10542
Texas,San Augustine,8237
Texas,San Jacinto,28859
Texas,San Patricio,66730
Texas,Scurry,16703
Texas,Shelby,25274
Texas,Sherman,3022
Texas,Smith,232751
Texas,Starr,64633
Texas,Stephens,9366
Texas,Swisher,7397
Texas,Tarrant,2102515
Texas,Taylor,138034
Texas,Terry,12337
Texas,Titus,32750
Texas,Tom Green,119200
Texas,Travis,1273954
Texas,Trinity,14651
Texas,Tyler,21672
Texas,Upshur,41753
Texas,Uvalde,26741
Texas,Val Verde,49025
Texas,Van Zandt,56590
Texas,Victoria,92084
Texas,Walker,72971
Texas,Waller,55246
Texas,Washington,35882
Texas,Webb,276652
Texas,Wharton,41556
Texas,Wheeler,5056
Texas,Wichita,132230
Texas,Wilbarger,12769
Texas,Willacy,21358
Texas,Williamson,590551
Texas,Wilson,51070
Texas,Winkler,8010
Texas,Wise,69984
Texas,Wood,45539
Texas,Yoakum,8713
Texas,Young,18010
Texas,Zapata,14179
Texas,Zavala,11840
Utah,Box Elder,56046
Utah,Cache,128289
Utah,Carbon,20463
Utah,Davis,355481
Utah,Duchesne,19938
Utah,Emery,10012
Utah,Garfield,5051
Utah,Grand,9754
Utah,Iron,54839
Utah,Juab,12017
Utah,Kane,7886
Utah,Millard,13188
Utah,Morgan,12124
Utah,Salt Lake,1160437
Utah,San Juan,15308
Utah,Sanpete,30939
Utah,Sevier,21620
Utah,Summit,42145
Utah,Tooele,72259
Utah,Uintah,35734
Utah,Utah,636235
Utah,Wasatch,34091
Utah,Washington,177556
Utah,Weber,260213
Vermont,Addison,36777
Vermont,Bennington,35470
Vermont,Caledonia,29993
Vermont,Chittenden,163774
Vermont,Essex,6163
Vermont,Franklin,49402
Vermont,Grand Isle,7235
Vermont,Lamoille,25362
Vermont,Orange,28892
Vermont,Orleans,27037
Vermont,Rutland,58191
Vermont,Washington,58409
Vermont,Windham,42222
Vermont,Windsor,55062
Virginia,Accomack,32316
Virginia,Albemarle,109330
Virginia,Alleghany,14860
Virginia,Amelia,13145
Virginia,Amherst,31605
Virginia,Appomattox,15911
Virginia,Arlington,236842
Virginia,Augusta,75558
Virginia,Bedford,78997
Virginia,Botetourt,33419
Virginia,Brunswick,16231
Virginia,Buchanan,21004
Virginia,Buckingham,17148
Virginia,Campbell,54885
Virginia,Caroline,30725
Virginia,Carroll,29791
Virginia,Charles City,6963
Virginia,Charlotte,11880
Virginia,Chesterfield,352802
Virginia,Clarke,14619
Virginia,Craig,5131
Virginia,Culpeper,52605
Virginia,Cumberland,9932
Virginia,Dinwiddie,28544
Virginia,Essex,10953
Virginia,Fairfax,1147532
Virginia,Fauquier,71222
Virginia,Floyd,15749
Virginia,Fluvanna,27270
Virginia,Franklin,56042
Virginia,Frederick,89313
Virginia,Giles,16720
Virginia,Gloucester,37348
Virginia,Goochland,23753
Virginia,Grayson,15550
Virginia,Greene,19819
Virginia,Greensville,11336
Virginia,Halifax,33911
Virginia,Hanover,107766
Virginia,Henrico,330818
Virginia,Henry,50557
Virginia,Highland,2190
Virginia,Isle of Wight,37109
Virginia,James City,76523
Virginia,King and Queen,7025
Virginia,King George,26836
Virginia,King William,17148
Virginia,Lancaster,10603
Virginia,Lee,23423
Virginia,Loudoun,413538
Virginia,Louisa,37591
Virginia,Lunenburg,12196
Virginia,Madison,13261
Virginia,Mathews,8834
Virginia,Mecklenburg,30587
Virginia,Middlesex,10582
Virginia,Montgomery,98535
Virginia,Nelson,14930
Virginia,New Kent,23091
Virginia,Northampton,11710
Virginia,Northumberland,12095
Virginia,Nottoway,15232
Virginia,Orange,37051
Virginia,Page,23902
Virginia,Patrick,17608
Virginia,Pittsylvania,60354
Virginia,Powhatan,29652
Virginia,Prince Edward,22802
Virginia,Prince George,38353
Virginia,Prince William,470335
Virginia,Pulaski,34027
Virginia,Rappahannock,7370
Virginia,Richmond,9023
Virginia,Roanoke,94186
Virginia,Rockbridge,22573
Virginia,Rockingham,81948
Virginia,Russell,26586
Virginia,Scott,21566
Virginia,Shenandoah,43616
Virginia,Smyth,30104
Virginia,Southampton,17631
Virginia,Spotsylvania,136215
Virginia,Stafford,152882
Virginia,Surry,6422
Virginia,Sussex,11159
Virginia,Tazewell,40595
Virginia,Warren,40164
Virginia,Washington,53740
Virginia,Westmoreland,18015
Virginia,Wise,37383
Virginia,Wythe,28684
Virginia,York,68280
Virginia,Alexandria city,159428
Virginia,Bristol city,16762
Virginia,Buena Vista city,6478
Virginia,Charlottesville city,47266
Virginia,Chesapeake city,244835
Virginia,Colonial Heights city,17370
Virginia,Covington city,5538
Virginia,Danville city,40044
Virginia,Emporia city,5346
Virginia,Fairfax city,24019
Virginia,Falls Church city,14617
Virginia,Franklin city,7967
Virginia,Fredericksburg city,29036
Virginia,Galax city,6347
Virginia,Hampton city,134510
Virginia,Harrisonburg city,53016
Virginia,Hopewell city,22529
Virginia,Lexington city,7446
Virginia,Lynchburg city,82168
Virginia,Manassas city,41085
Virginia,Manassas Park city,17478
Virginia,Newport News city,179225
Virginia,Norfolk city,242742
Virginia,Norton city,3981
Virginia,Petersburg city,31346
Virginia,Poquoson city,12271
Virginia,Portsmouth city,94398
Virginia,Radford city,18249
Virginia,Richmond city,230436
Virginia,Roanoke city,99143
Virginia,Salem city,25301
Virginia,Staunton city,24932
Virginia,Suffolk city,92108
Virginia,Virginia Beach city,449974
Virginia,Waynesboro city,22630
Virginia,Williamsburg city,14954
Virginia,Winchester city,28078
Washington,Adams,19983
Washington,Asotin,22582
Washington,Benton,204390
Washington,Chelan,77200
Washington,Clallam,77331
Washington,Clark,488241
Washington,Columbia,3985
Washington,Cowlitz,110593
Washington,Douglas,43429
Washington,Ferry,7627
Washington,Franklin,95222
Washington,Grant,97733
Washington,Grays Harbor,75061
Washington,Island,85141
Washington,Jefferson,32221
Washington,King,2252782
Washington,Kitsap,271473
Washington,Kittitas,47935
Washington,Klickitat,22425
Washington,Lewis,80707
Washington,Lincoln,10939
Washington,Mason,66768
Washington,Okanogan,42243
Washington,Pacific,22471
Washington,Pend Oreille,13724
Washington,Pierce,904980
Washington,San Juan,17582
Washington,Skagit,129205
Washington,Skamania,12083
Washington,Snohomish,822083
Washington,Spokane,522798
Washington,Stevens,45723
Washington,Thurston,290536
Washington,Wahkiakum,4488
Washington,Walla Walla,60760
Washington,Whatcom,229247
Washington,Whitman,50104
Washington,Yakima,250873
West Virginia,Barbour,16441
West Virginia,Berkeley,119171
West Virginia,Boone,21457
West Virginia,Braxton,13957
West Virginia,Brooke,21939
West Virginia,Cabell,91945
West Virginia,Calhoun,7109
West Virginia,Fayette,42406
West Virginia,Gilmer,7823
West Virginia,Grant,11568
West Virginia,Greenbrier,34662
West Virginia,Hampshire,23175
West Virginia,Hancock,28810
West Virginia,Hardy,13776
West Virginia,Harrison,67256
West Virginia,Jackson,28576
West Virginia,Jefferson,57146
West Virginia,Kanawha,178124
West Virginia,Lewis,15907
West Virginia,Lincoln,20409
West Virginia,Logan,32019
West Virginia,McDowell,17624
West Virginia,Marion,56072
West Virginia,Marshall,30531
West Virginia,Mason,26516
West Virginia,Mercer,58758
West Virginia,Mineral,26868
West Virginia,Mingo,23424
West Virginia,Monongalia,105612
West Virginia,Monroe,13275
West Virginia,Morgan,17884
West Virginia,Nicholas,24496
West Virginia,Ohio,41411
West Virginia,Pendleton,6969
West Virginia,Pleasants,7460
West Virginia,Pocahontas,8247
West Virginia,Preston,33432
West Virginia,Putnam,56450
West Virginia,Raleigh,73361
West Virginia,Randolph,28695
West Virginia,Roane,13688
West Virginia,Summers,12573
West Virginia,Taylor,16695
West Virginia,Tucker,6839
West Virginia,Tyler,8591
West Virginia,Upshur,24176
West Virginia,Wayne,39402
West Virginia,Wetzel,15065
West Virginia,Wirt,5821
West Virginia,Wood,83518
West Virginia,Wyoming,20394
Wisconsin,Adams,20220
Wisconsin,Ashland,15562
Wisconsin,Barron,45244
Wisconsin,Bayfield,15036
Wisconsin,Brown,264542
Wisconsin,Buffalo,13031
Wisconsin,Calumet,50089
Wisconsin,Chippewa,64658
Wisconsin,Clark,34774
Wisconsin,Columbia,57532
Wisconsin,Crawford,16131
Wisconsin,Dane,546695
Wisconsin,Dodge,87839
Wisconsin,Door,27668
Wisconsin,Douglas,43150
Wisconsin,Dunn,45368
Wisconsin,Eau Claire,104646
Wisconsin,Florence,4295
Wisconsin,Fond du Lac,103403
Wisconsin,Grant,51439
Wisconsin,Green,36960
Wisconsin,Green Lake,18913
Wisconsin,Iowa,23678
Wisconsin,Iron,5687
Wisconsin,Jackson,20643
Wisconsin,Jefferson,84769
Wisconsin,Juneau,26687
Wisconsin,Kenosha,169561
Wisconsin,Kewaunee,20434
Wisconsin,La Crosse,118016
Wisconsin,Lafayette,16665
Wisconsin,Manitowoc,78981
Wisconsin,Marathon,135692
Wisconsin,Marinette,40350
Wisconsin,Marquette,15574
Wisconsin,Menominee,4556
Wisconsin,Milwaukee,945726
Wisconsin,Monroe,46253
Wisconsin,Oconto,37930
Wisconsin,Oneida,35595
Wisconsin,Outagamie,187885
Wisconsin,Ozaukee,89221
Wisconsin,Pierce,42754
Wisconsin,Polk,43783
Wisconsin,Portage,70772
Wisconsin,Price,13351
Wisconsin,Racine,196311
Wisconsin,Richland,17252
Wisconsin,Rock,163354
Wisconsin,Rusk,14178
Wisconsin,St. Croix,90687
Wisconsin,Sauk,64442
Wisconsin,Sawyer,16558
Wisconsin,Shawano,40899
Wisconsin,Sheboygan,115340
Wisconsin,Trempealeau,29649
Wisconsin,Vernon,30822
Wisconsin,Vilas,22195
Wisconsin,Walworth,103868
Wisconsin,Washburn,15720
Wisconsin,Washington,136034
Wisconsin,Waukesha,404198
Wisconsin,Waupaca,50990
Wisconsin,Waushara,24443
Wisconsin,Winnebago,171907
Wisconsin,Wood,72999
Wyoming,Albany,38880
Wyoming,Big Horn,11790
Wyoming,Campbell,46341
Wyoming,Carbon,14800
Wyoming,Converse,13822
Wyoming,Crook,7584
Wyoming,Fremont,39261
Wyoming,Goshen,13211
Wyoming,Hot Springs,4413
Wyoming,Johnson,8445
Wyoming,Laramie,99500
Wyoming,Lincoln,19830
Wyoming,Natrona,79858
Wyoming,Niobrara,2356
Wyoming,Park,29194
Wyoming,Sheridan,30485
Wyoming,Sublette,9831
Wyoming,Sweetwater,42343
Wyoming,Teton,23464
Wyoming,Uinta,20226
Wyoming,Washakie,7805
